4,6,16,33,56,57
7,11,15,21,33,58
6,9,17,33,39,57
7,11,12,29,32,37
8,9,20,27,40,53
1,4,24,34,54,58
11,25,31,32,35,60
19,20,27,41,47,57
16,24,38,45,53,59
14,22,32,33,39,45
3,6,19,27,32,37
3,13,19,35,52,58
2,12,33,40,41,53
8,9,25,27,31,57
5,16,25,27,38,45
3,10,13,20,28,45
30,36,38,49,56,59
5,38,44,52,53,56
14,25,29,36,42,58
1,11,20,27,35,54
12,18,31,36,39,50
1,11,13,17,49,57
4,11,23,42,49,56
2,6,22,43,46,51
7,8,20,24,39,49
2,19,44,54,57,60
21,31,39,42,46,48
2,3,6,14,33,34
9,23,26,27,34,47
4,6,8,14,19,33
3,4,10,39,53,59
5,7,18,42,48,59
4,7,27,29,50,55
6,10,20,29,36,42
18,25,30,40,47,52
1,6,7,31,38,43
8,17,22,48,52,54
9,33,46,52,54,59
15,33,38,42,50,54
12,14,16,35,52,58
4,11,37,39,42,55
1,11,28,43,48,53
10,14,16,24,29,57
7,32,38,49,51,53
8,9,33,34,36,44
3,4,17,18,30,40
11,12,13,14,15,18
5,28,31,51,53,60
7,17,21,37,41,46
2,5,40,48,58,60
3,11,17,24,57,59
7,15,32,40,57,58
1,25,27,53,58,59
18,21,24,51,52,56
17,18,21,39,45,51
12,30,33,44,47,56
5,12,35,48,52,56
1,4,13,36,47,60
3,22,35,37,50,59
5,16,32,36,46,54
7,18,26,31,45,57
10,16,43,47,55,56
4,9,24,40,56,57
2,5,11,13,57,58
3,12,28,42,55,58
3,18,19,30,51,54
3,10,22,28,56,58
7,10,23,25,34,58
1,5,33,45,49,52
5,32,52,53,57,58
14,15,27,38,39,46
2,5,18,33,46,53
20,29,30,33,43,47
8,17,24,26,41,54
9,21,45,50,51,53
2,15,19,36,48,54
1,3,7,12,52,54
9,32,37,39,48,59
2,7,32,33,55,58
1,21,23,27,41,44
15,41,43,49,51,59
1,8,11,22,40,60
8,9,15,33,40,54
1,5,16,18,24,33
3,35,37,42,43,45
13,17,28,32,54,56
1,11,12,13,19,60
1,6,10,41,43,53
11,19,22,24,43,54
5,26,28,46,56,60
13,28,38,39,51,58
2,7,33,42,57,60
3,28,31,46,49,59
12,22,27,29,41,45
2,4,13,16,23,25
6,7,17,23,24,26
1,8,11,15,18,23
30,33,35,39,43,46
32,36,38,43,45,47
31,34,40,46,48,50
32,35,45,46,47,52
31,37,43,45,48,55
39,44,46,47,53,57
23,27,38,43,47,58
39,42,47,52,54,59
41,45,48,49,55,58
45,47,48,52,54,56
41,42,44,46,56,59
45,46,48,51,53,56
4,8,12,14,16,27
1,9,15,23,26,27
6,14,17,19,25,29
31,36,39,48,51,59
34,38,42,49,52,57
22,28,33,44,47,56
11,16,21,26,35,53
2,6,27,32,38,59
7,8,13,15,41,48
2,3,13,17,21,33
4,8,12,16,24,32
5,10,15,22,25,36
1,2,6,37,56,60
6,9,14,18,29,41
9,14,26,46,56,57
35,36,42,47,48,49
31,33,49,50,57,58
30,36,39,40,59,60
7,9,14,17,29,30
2,4,7,9,12,13
6,7,9,13,14,16
1,7,16,39,55,59
8,12,24,29,44,60
23,28,34,47,56,58
27,43,46,47,55,58
6,27,33,49,50,53
3,6,14,27,39,57
2,22,25,30,35,40
17,18,20,34,44,60
5,12,55,56,57,59
4,7,18,24,38,42
4,10,12,40,43,44
1,7,10,25,45,48
2,5,11,30,48,51
5,22,23,28,44,53
6,15,24,44,45,51
